article,importance,importance_updated,quality,quality_updated,article_history_link,article_link,article_talk,article_talk_link,title,page_id,ns
Phenylephrine/ketorolac,Mid-Class,2020-04-18T05:24:22Z,Stub-Class,2020-04-18T05:24:22Z,https://en.wikipedia.org/w/index.php?title=Phenylephrine/ketorolac&action=history,https://en.wikipedia.org/w/index.php?title=Phenylephrine/ketorolac,Talk:Phenylephrine/ketorolac,https://en.wikipedia.org/w/index.php?title=Talk:Phenylephrine/ketorolac,Phenylephrine/ketorolac,63691064,0.0
Pruritus scroti,Mid-Class,2009-02-21T18:27:33Z,Stub-Class,2009-02-21T18:27:33Z,https://en.wikipedia.org/w/index.php?title=Pruritus%20scroti&action=history,https://en.wikipedia.org/w/index.php?title=Pruritus%20scroti,Talk:Pruritus scroti,https://en.wikipedia.org/w/index.php?title=Talk:Pruritus%20scroti,Pruritus scroti,21640963,0.0
Rubidium-82 chloride,Mid-Class,2020-10-17T07:42:55Z,Stub-Class,2020-10-17T07:42:55Z,https://en.wikipedia.org/w/index.php?title=Rubidium-82%20chloride&action=history,https://en.wikipedia.org/w/index.php?title=Rubidium-82%20chloride,Talk:Rubidium-82 chloride,https://en.wikipedia.org/w/index.php?title=Talk:Rubidium-82%20chloride,Rubidium-82 chloride,4271868,0.0
Ureteroureterostomy,Mid-Class,2008-06-19T04:46:33Z,Stub-Class,2007-10-24T18:56:59Z,https://en.wikipedia.org/w/index.php?title=Ureteroureterostomy&action=history,https://en.wikipedia.org/w/index.php?title=Ureteroureterostomy,Talk:Ureteroureterostomy,https://en.wikipedia.org/w/index.php?title=Talk:Ureteroureterostomy,Ureteroureterostomy,9940610,0.0
Valgus stress test,Mid-Class,2007-12-02T23:36:23Z,Stub-Class,2007-10-25T12:39:08Z,https://en.wikipedia.org/w/index.php?title=Valgus%20stress%20test&action=history,https://en.wikipedia.org/w/index.php?title=Valgus%20stress%20test,Talk:Valgus stress test,https://en.wikipedia.org/w/index.php?title=Talk:Valgus%20stress%20test,Valgus stress test,2783174,0.0
2009 United Kingdom E. coli outbreak,Low-Class,2015-06-20T19:08:15Z,Stub-Class,2015-06-20T19:08:15Z,https://en.wikipedia.org/w/index.php?title=2009%20United%20Kingdom%20E.%20coli%20outbreak&action=history,https://en.wikipedia.org/w/index.php?title=2009%20United%20Kingdom%20E.%20coli%20outbreak,Talk:2009 United Kingdom E. coli outbreak,https://en.wikipedia.org/w/index.php?title=Talk:2009%20United%20Kingdom%20E.%20coli%20outbreak,2009 United Kingdom E. coli outbreak,24387378,0.0
"3,8-Dihydrodiligustilide",Low-Class,2017-01-13T11:46:34Z,Stub-Class,2016-12-02T22:36:58Z,https://en.wikipedia.org/w/index.php?title=3%2C8-Dihydrodiligustilide&action=history,https://en.wikipedia.org/w/index.php?title=3%2C8-Dihydrodiligustilide,"Talk:3,8-Dihydrodiligustilide",https://en.wikipedia.org/w/index.php?title=Talk:3%2C8-Dihydrodiligustilide,"3,8-Dihydrodiligustilide",52457013,0.0
Adenoacanthoma,Low-Class,2017-02-19T12:14:13Z,Stub-Class,2017-02-19T12:14:13Z,https://en.wikipedia.org/w/index.php?title=Adenoacanthoma&action=history,https://en.wikipedia.org/w/index.php?title=Adenoacanthoma,Talk:Adenoacanthoma,https://en.wikipedia.org/w/index.php?title=Talk:Adenoacanthoma,Adenoacanthoma,53238722,0.0
Agency for Health Technology Assessment and Tariff System,Low-Class,2018-07-02T18:21:16Z,Stub-Class,2018-07-02T18:21:16Z,https://en.wikipedia.org/w/index.php?title=Agency%20for%20Health%20Technology%20Assessment%20and%20Tariff%20System&action=history,https://en.wikipedia.org/w/index.php?title=Agency%20for%20Health%20Technology%20Assessment%20and%20Tariff%20System,Talk:Agency for Health Technology Assessment and Tariff System,https://en.wikipedia.org/w/index.php?title=Talk:Agency%20for%20Health%20Technology%20Assessment%20and%20Tariff%20System,Agency for Health Technology Assessment and Tariff System,56541701,0.0
Aging Research and Drug Discovery,Low-Class,2024-03-24T04:46:14Z,Stub-Class,2024-03-24T04:46:14Z,https://en.wikipedia.org/w/index.php?title=Aging%20Research%20and%20Drug%20Discovery&action=history,https://en.wikipedia.org/w/index.php?title=Aging%20Research%20and%20Drug%20Discovery,Talk:Aging Research and Drug Discovery,https://en.wikipedia.org/w/index.php?title=Talk:Aging%20Research%20and%20Drug%20Discovery,Aging Research and Drug Discovery,69864361,0.0
Alan Gilston,Low-Class,2017-06-07T01:49:18Z,Stub-Class,2017-06-07T01:49:18Z,https://en.wikipedia.org/w/index.php?title=Alan%20Gilston&action=history,https://en.wikipedia.org/w/index.php?title=Alan%20Gilston,Talk:Alan Gilston,https://en.wikipedia.org/w/index.php?title=Talk:Alan%20Gilston,Alan Gilston,54238842,0.0
American Ophthalmological Society,Low-Class,2013-05-17T17:31:22Z,Stub-Class,2013-05-17T11:40:09Z,https://en.wikipedia.org/w/index.php?title=American%20Ophthalmological%20Society&action=history,https://en.wikipedia.org/w/index.php?title=American%20Ophthalmological%20Society,Talk:American Ophthalmological Society,https://en.wikipedia.org/w/index.php?title=Talk:American%20Ophthalmological%20Society,American Ophthalmological Society,39410106,0.0
Ana Janer,Low-Class,2017-01-15T01:37:57Z,Stub-Class,2017-01-15T01:37:57Z,https://en.wikipedia.org/w/index.php?title=Ana%20Janer&action=history,https://en.wikipedia.org/w/index.php?title=Ana%20Janer,Talk:Ana Janer,https://en.wikipedia.org/w/index.php?title=Talk:Ana%20Janer,Ana Janer,46198586,0.0
Angiomatoid fibrous histiocytoma,Low-Class,2012-10-23T03:18:47Z,Stub-Class,2012-10-23T03:18:47Z,https://en.wikipedia.org/w/index.php?title=Angiomatoid%20fibrous%20histiocytoma&action=history,https://en.wikipedia.org/w/index.php?title=Angiomatoid%20fibrous%20histiocytoma,Talk:Angiomatoid fibrous histiocytoma,https://en.wikipedia.org/w/index.php?title=Talk:Angiomatoid%20fibrous%20histiocytoma,Angiomatoid fibrous histiocytoma,37416889,0.0
Angola Red Cross,Low-Class,2024-09-17T06:58:44Z,Stub-Class,2024-09-17T06:58:44Z,https://en.wikipedia.org/w/index.php?title=Angola%20Red%20Cross&action=history,https://en.wikipedia.org/w/index.php?title=Angola%20Red%20Cross,Talk:Angola Red Cross,https://en.wikipedia.org/w/index.php?title=Talk:Angola%20Red%20Cross,Angola Red Cross,20630657,0.0
Aphonogelia,Low-Class,2020-02-21T18:46:02Z,Stub-Class,2020-02-04T15:03:11Z,https://en.wikipedia.org/w/index.php?title=Aphonogelia&action=history,https://en.wikipedia.org/w/index.php?title=Aphonogelia,Talk:Aphonogelia,https://en.wikipedia.org/w/index.php?title=Talk:Aphonogelia,Aphonogelia,56847732,0.0
Appendicitis Inflammatory Response score,Low-Class,2020-08-15T03:36:05Z,Stub-Class,2020-08-15T03:36:05Z,https://en.wikipedia.org/w/index.php?title=Appendicitis%20Inflammatory%20Response%20score&action=history,https://en.wikipedia.org/w/index.php?title=Appendicitis%20Inflammatory%20Response%20score,Talk:Appendicitis Inflammatory Response score,https://en.wikipedia.org/w/index.php?title=Talk:Appendicitis%20Inflammatory%20Response%20score,Appendicitis Inflammatory Response score,64933408,0.0
Ayer's Sarsaparilla,Low-Class,2021-11-06T23:47:09Z,Stub-Class,2021-11-06T23:47:09Z,https://en.wikipedia.org/w/index.php?title=Ayer%27s%20Sarsaparilla&action=history,https://en.wikipedia.org/w/index.php?title=Ayer%27s%20Sarsaparilla,Talk:Ayer's Sarsaparilla,https://en.wikipedia.org/w/index.php?title=Talk:Ayer%27s%20Sarsaparilla,Ayer's Sarsaparilla,69205683,0.0
Blennorrhoea,Low-Class,2018-06-16T21:04:08Z,Stub-Class,2018-06-16T21:04:08Z,https://en.wikipedia.org/w/index.php?title=Blennorrhoea&action=history,https://en.wikipedia.org/w/index.php?title=Blennorrhoea,Talk:Blennorrhoea,https://en.wikipedia.org/w/index.php?title=Talk:Blennorrhoea,Blennorrhoea,44940451,0.0
Bohring–Opitz syndrome,Low-Class,2013-03-10T19:41:06Z,Stub-Class,2013-03-10T19:41:06Z,https://en.wikipedia.org/w/index.php?title=Bohring%E2%80%93Opitz%20syndrome&action=history,https://en.wikipedia.org/w/index.php?title=Bohring%E2%80%93Opitz%20syndrome,Talk:Bohring–Opitz syndrome,https://en.wikipedia.org/w/index.php?title=Talk:Bohring%E2%80%93Opitz%20syndrome,Bohring–Opitz syndrome,38439079,0.0
COVID-19 vaccination in Bosnia and Herzegovina,Low-Class,2021-08-07T10:35:06Z,Stub-Class,2021-08-07T10:35:06Z,https://en.wikipedia.org/w/index.php?title=COVID-19%20vaccination%20in%20Bosnia%20and%20Herzegovina&action=history,https://en.wikipedia.org/w/index.php?title=COVID-19%20vaccination%20in%20Bosnia%20and%20Herzegovina,Talk:COVID-19 vaccination in Bosnia and Herzegovina,https://en.wikipedia.org/w/index.php?title=Talk:COVID-19%20vaccination%20in%20Bosnia%20and%20Herzegovina,COVID-19 vaccination in Bosnia and Herzegovina,68247113,0.0
Cafaminol,Low-Class,2010-04-10T06:17:32Z,Stub-Class,2010-04-10T06:17:32Z,https://en.wikipedia.org/w/index.php?title=Cafaminol&action=history,https://en.wikipedia.org/w/index.php?title=Cafaminol,Talk:Cafaminol,https://en.wikipedia.org/w/index.php?title=Talk:Cafaminol,Cafaminol,26901452,0.0
CanSupport,Low-Class,2025-05-08T17:33:54Z,Stub-Class,2025-05-08T17:34:16Z,https://en.wikipedia.org/w/index.php?title=CanSupport&action=history,https://en.wikipedia.org/w/index.php?title=CanSupport,Talk:CanSupport,https://en.wikipedia.org/w/index.php?title=Talk:CanSupport,CanSupport,75869257,0.0
Cancer and its Management,Low-Class,2023-08-23T11:18:30Z,Stub-Class,2023-08-23T11:18:30Z,https://en.wikipedia.org/w/index.php?title=Cancer%20and%20its%20Management&action=history,https://en.wikipedia.org/w/index.php?title=Cancer%20and%20its%20Management,Talk:Cancer and its Management,https://en.wikipedia.org/w/index.php?title=Talk:Cancer%20and%20its%20Management,Cancer and its Management,74654480,0.0
Capsulitis,Low-Class,2013-03-10T19:41:43Z,Stub-Class,2013-03-10T19:41:43Z,https://en.wikipedia.org/w/index.php?title=Capsulitis&action=history,https://en.wikipedia.org/w/index.php?title=Capsulitis,Talk:Capsulitis,https://en.wikipedia.org/w/index.php?title=Talk:Capsulitis,Capsulitis,18965239,0.0
Cardiovascular drift,Low-Class,2013-03-11T00:18:01Z,Stub-Class,2013-03-11T00:18:01Z,https://en.wikipedia.org/w/index.php?title=Cardiovascular%20drift&action=history,https://en.wikipedia.org/w/index.php?title=Cardiovascular%20drift,Talk:Cardiovascular drift,https://en.wikipedia.org/w/index.php?title=Talk:Cardiovascular%20drift,Cardiovascular drift,24531812,0.0
Care Programme Approach,Low-Class,2011-08-10T12:25:19Z,Stub-Class,2011-08-10T12:25:19Z,https://en.wikipedia.org/w/index.php?title=Care%20Programme%20Approach&action=history,https://en.wikipedia.org/w/index.php?title=Care%20Programme%20Approach,Talk:Care Programme Approach,https://en.wikipedia.org/w/index.php?title=Talk:Care%20Programme%20Approach,Care Programme Approach,23425453,0.0
Centurion syndrome,Low-Class,2017-09-23T00:29:21Z,Stub-Class,2017-09-23T00:29:21Z,https://en.wikipedia.org/w/index.php?title=Centurion%20syndrome&action=history,https://en.wikipedia.org/w/index.php?title=Centurion%20syndrome,Talk:Centurion syndrome,https://en.wikipedia.org/w/index.php?title=Talk:Centurion%20syndrome,Centurion syndrome,52762075,0.0
Chlormethenmadinone acetate,Low-Class,2018-09-27T03:52:54Z,Stub-Class,2018-09-16T17:12:21Z,https://en.wikipedia.org/w/index.php?title=Chlormethenmadinone%20acetate&action=history,https://en.wikipedia.org/w/index.php?title=Chlormethenmadinone%20acetate,Talk:Chlormethenmadinone acetate,https://en.wikipedia.org/w/index.php?title=Talk:Chlormethenmadinone%20acetate,Chlormethenmadinone acetate,58501072,0.0
Chris Day (hepatologist),Low-Class,2019-06-09T14:25:58Z,Stub-Class,2019-06-09T14:24:49Z,https://en.wikipedia.org/w/index.php?title=Chris%20Day%20%28hepatologist%29&action=history,https://en.wikipedia.org/w/index.php?title=Chris%20Day%20%28hepatologist%29,Talk:Chris Day (hepatologist),https://en.wikipedia.org/w/index.php?title=Talk:Chris%20Day%20%28hepatologist%29,Chris Day (hepatologist),52776487,0.0
Clinical Genetics (journal),Low-Class,2010-08-09T01:21:23Z,Stub-Class,2010-08-08T23:26:27Z,https://en.wikipedia.org/w/index.php?title=Clinical%20Genetics%20%28journal%29&action=history,https://en.wikipedia.org/w/index.php?title=Clinical%20Genetics%20%28journal%29,Talk:Clinical Genetics (journal),https://en.wikipedia.org/w/index.php?title=Talk:Clinical%20Genetics%20%28journal%29,Clinical Genetics (journal),28302190,0.0
Collateral fissure,Low-Class,2008-07-29T18:14:48Z,Stub-Class,2007-03-12T06:25:00Z,https://en.wikipedia.org/w/index.php?title=Collateral%20fissure&action=history,https://en.wikipedia.org/w/index.php?title=Collateral%20fissure,Talk:Collateral fissure,https://en.wikipedia.org/w/index.php?title=Talk:Collateral%20fissure,Collateral fissure,8476856,0.0
Cupola sign,Low-Class,2015-06-16T11:21:27Z,Stub-Class,2015-06-16T11:21:27Z,https://en.wikipedia.org/w/index.php?title=Cupola%20sign&action=history,https://en.wikipedia.org/w/index.php?title=Cupola%20sign,Talk:Cupola sign,https://en.wikipedia.org/w/index.php?title=Talk:Cupola%20sign,Cupola sign,46994110,0.0
Curette,Low-Class,2007-12-10T05:35:00Z,Stub-Class,2007-12-10T05:35:00Z,https://en.wikipedia.org/w/index.php?title=Curette&action=history,https://en.wikipedia.org/w/index.php?title=Curette,Talk:Curette,https://en.wikipedia.org/w/index.php?title=Talk:Curette,Curette,1143634,0.0
David Shannon (gynaecologist),Low-Class,2018-12-20T19:28:12Z,Stub-Class,2018-12-20T19:28:12Z,https://en.wikipedia.org/w/index.php?title=David%20Shannon%20%28gynaecologist%29&action=history,https://en.wikipedia.org/w/index.php?title=David%20Shannon%20%28gynaecologist%29,Talk:David Shannon (gynaecologist),https://en.wikipedia.org/w/index.php?title=Talk:David%20Shannon%20%28gynaecologist%29,David Shannon (gynaecologist),59442217,0.0
Douglas Noll,Low-Class,2022-02-17T09:44:48Z,Stub-Class,2022-02-17T09:44:48Z,https://en.wikipedia.org/w/index.php?title=Douglas%20Noll&action=history,https://en.wikipedia.org/w/index.php?title=Douglas%20Noll,Talk:Douglas Noll,https://en.wikipedia.org/w/index.php?title=Talk:Douglas%20Noll,Douglas Noll,54037122,0.0
Dysmorphopsia,Low-Class,2017-10-14T13:07:15Z,Stub-Class,2017-10-14T13:07:15Z,https://en.wikipedia.org/w/index.php?title=Dysmorphopsia&action=history,https://en.wikipedia.org/w/index.php?title=Dysmorphopsia,Talk:Dysmorphopsia,https://en.wikipedia.org/w/index.php?title=Talk:Dysmorphopsia,Dysmorphopsia,45641946,0.0
Ecotropism,Low-Class,2011-05-09T20:17:43Z,Stub-Class,2010-07-06T04:56:53Z,https://en.wikipedia.org/w/index.php?title=Ecotropism&action=history,https://en.wikipedia.org/w/index.php?title=Ecotropism,Talk:Ecotropism,https://en.wikipedia.org/w/index.php?title=Talk:Ecotropism,Ecotropism,5909388,0.0
Enno Christophers,Low-Class,2023-07-16T18:33:36Z,Stub-Class,2023-07-16T18:33:36Z,https://en.wikipedia.org/w/index.php?title=Enno%20Christophers&action=history,https://en.wikipedia.org/w/index.php?title=Enno%20Christophers,Talk:Enno Christophers,https://en.wikipedia.org/w/index.php?title=Talk:Enno%20Christophers,Enno Christophers,74370676,0.0
Epilepsy Research Institute,Low-Class,2012-01-06T09:58:15Z,Stub-Class,2012-01-06T09:58:15Z,https://en.wikipedia.org/w/index.php?title=Epilepsy%20Research%20Institute&action=history,https://en.wikipedia.org/w/index.php?title=Epilepsy%20Research%20Institute,Talk:Epilepsy Research Institute,https://en.wikipedia.org/w/index.php?title=Talk:Epilepsy%20Research%20Institute,Epilepsy Research Institute,1490657,0.0
Eptazocine,Low-Class,2011-11-30T07:31:22Z,Stub-Class,2011-11-30T07:31:22Z,https://en.wikipedia.org/w/index.php?title=Eptazocine&action=history,https://en.wikipedia.org/w/index.php?title=Eptazocine,Talk:Eptazocine,https://en.wikipedia.org/w/index.php?title=Talk:Eptazocine,Eptazocine,33911992,0.0
Esther de Cáceres,Low-Class,2020-06-30T04:25:06Z,Stub-Class,2020-06-30T04:25:06Z,https://en.wikipedia.org/w/index.php?title=Esther%20de%20C%C3%A1ceres&action=history,https://en.wikipedia.org/w/index.php?title=Esther%20de%20C%C3%A1ceres,Talk:Esther de Cáceres,https://en.wikipedia.org/w/index.php?title=Talk:Esther%20de%20C%C3%A1ceres,Esther de Cáceres,45567913,0.0
Estradiol dibutyrate,Low-Class,2018-09-27T04:09:51Z,Stub-Class,2018-09-16T02:24:11Z,https://en.wikipedia.org/w/index.php?title=Estradiol%20dibutyrate&action=history,https://en.wikipedia.org/w/index.php?title=Estradiol%20dibutyrate,Talk:Estradiol dibutyrate,https://en.wikipedia.org/w/index.php?title=Talk:Estradiol%20dibutyrate,Estradiol dibutyrate,58495828,0.0
Estradiol valerate/cyproterone acetate,Low-Class,2018-12-30T13:00:19Z,Stub-Class,2018-12-30T13:00:19Z,https://en.wikipedia.org/w/index.php?title=Estradiol%20valerate/cyproterone%20acetate&action=history,https://en.wikipedia.org/w/index.php?title=Estradiol%20valerate/cyproterone%20acetate,Talk:Estradiol valerate/cyproterone acetate,https://en.wikipedia.org/w/index.php?title=Talk:Estradiol%20valerate/cyproterone%20acetate,Estradiol valerate/cyproterone acetate,59513265,0.0
Evaluation & the Health Professions,Low-Class,2014-03-19T12:34:28Z,Stub-Class,2014-03-19T12:34:28Z,https://en.wikipedia.org/w/index.php?title=Evaluation%20%26%20the%20Health%20Professions&action=history,https://en.wikipedia.org/w/index.php?title=Evaluation%20%26%20the%20Health%20Professions,Talk:Evaluation & the Health Professions,https://en.wikipedia.org/w/index.php?title=Talk:Evaluation%20%26%20the%20Health%20Professions,Evaluation & the Health Professions,32181324,0.0
Explanation of benefits,Low-Class,2012-08-21T20:04:06Z,Stub-Class,2012-08-21T20:04:06Z,https://en.wikipedia.org/w/index.php?title=Explanation%20of%20benefits&action=history,https://en.wikipedia.org/w/index.php?title=Explanation%20of%20benefits,Talk:Explanation of benefits,https://en.wikipedia.org/w/index.php?title=Talk:Explanation%20of%20benefits,Explanation of benefits,26151953,0.0
Faculté de médecine – Université de Sherbrooke,Low-Class,2018-06-29T14:57:35Z,Stub-Class,2018-06-29T14:57:35Z,https://en.wikipedia.org/w/index.php?title=Facult%C3%A9%20de%20m%C3%A9decine%20%E2%80%93%20Universit%C3%A9%20de%20Sherbrooke&action=history,https://en.wikipedia.org/w/index.php?title=Facult%C3%A9%20de%20m%C3%A9decine%20%E2%80%93%20Universit%C3%A9%20de%20Sherbrooke,Talk:Faculté de médecine – Université de Sherbrooke,https://en.wikipedia.org/w/index.php?title=Talk:Facult%C3%A9%20de%20m%C3%A9decine%20%E2%80%93%20Universit%C3%A9%20de%20Sherbrooke,Faculté de médecine – Université de Sherbrooke,4171880,0.0
Foodomics,Low-Class,2017-02-17T03:11:07Z,Stub-Class,2014-02-06T04:11:53Z,https://en.wikipedia.org/w/index.php?title=Foodomics&action=history,https://en.wikipedia.org/w/index.php?title=Foodomics,Talk:Foodomics,https://en.wikipedia.org/w/index.php?title=Talk:Foodomics,Foodomics,41827467,0.0
François-Joseph Scohy,Low-Class,2017-02-17T03:09:00Z,Stub-Class,2017-02-08T15:01:19Z,https://en.wikipedia.org/w/index.php?title=Fran%C3%A7ois-Joseph%20Scohy&action=history,https://en.wikipedia.org/w/index.php?title=Fran%C3%A7ois-Joseph%20Scohy,Talk:François-Joseph Scohy,https://en.wikipedia.org/w/index.php?title=Talk:Fran%C3%A7ois-Joseph%20Scohy,François-Joseph Scohy,53069655,0.0
Generalized periodic epileptiform discharges,Low-Class,2018-09-02T13:25:05Z,Stub-Class,2018-09-02T13:25:05Z,https://en.wikipedia.org/w/index.php?title=Generalized%20periodic%20epileptiform%20discharges&action=history,https://en.wikipedia.org/w/index.php?title=Generalized%20periodic%20epileptiform%20discharges,Talk:Generalized periodic epileptiform discharges,https://en.wikipedia.org/w/index.php?title=Talk:Generalized%20periodic%20epileptiform%20discharges,Generalized periodic epileptiform discharges,58373976,0.0
George Millington Woodwark,Low-Class,2019-10-01T20:35:00Z,Stub-Class,2019-10-01T20:35:00Z,https://en.wikipedia.org/w/index.php?title=George%20Millington%20Woodwark&action=history,https://en.wikipedia.org/w/index.php?title=George%20Millington%20Woodwark,Talk:George Millington Woodwark,https://en.wikipedia.org/w/index.php?title=Talk:George%20Millington%20Woodwark,George Millington Woodwark,61935848,0.0
Geriatric rehabilitation,Low-Class,2017-02-19T14:26:40Z,Stub-Class,2017-02-19T14:26:40Z,https://en.wikipedia.org/w/index.php?title=Geriatric%20rehabilitation&action=history,https://en.wikipedia.org/w/index.php?title=Geriatric%20rehabilitation,Talk:Geriatric rehabilitation,https://en.wikipedia.org/w/index.php?title=Talk:Geriatric%20rehabilitation,Geriatric rehabilitation,20067156,0.0
Germinal matrix,Low-Class,2008-07-23T00:14:10Z,Stub-Class,2007-03-12T06:16:46Z,https://en.wikipedia.org/w/index.php?title=Germinal%20matrix&action=history,https://en.wikipedia.org/w/index.php?title=Germinal%20matrix,Talk:Germinal matrix,https://en.wikipedia.org/w/index.php?title=Talk:Germinal%20matrix,Germinal matrix,5725561,0.0
Ghana Optometric Association,Low-Class,2017-08-29T11:56:10Z,Stub-Class,2017-08-29T11:56:10Z,https://en.wikipedia.org/w/index.php?title=Ghana%20Optometric%20Association&action=history,https://en.wikipedia.org/w/index.php?title=Ghana%20Optometric%20Association,Talk:Ghana Optometric Association,https://en.wikipedia.org/w/index.php?title=Talk:Ghana%20Optometric%20Association,Ghana Optometric Association,33206559,0.0
Glycogen phosphorylase isoenzyme BB,Low-Class,2008-02-11T21:06:27Z,Stub-Class,2008-02-11T21:06:27Z,https://en.wikipedia.org/w/index.php?title=Glycogen%20phosphorylase%20isoenzyme%20BB&action=history,https://en.wikipedia.org/w/index.php?title=Glycogen%20phosphorylase%20isoenzyme%20BB,Talk:Glycogen phosphorylase isoenzyme BB,https://en.wikipedia.org/w/index.php?title=Talk:Glycogen%20phosphorylase%20isoenzyme%20BB,Glycogen phosphorylase isoenzyme BB,13026240,0.0
Gonadosomatic index,Low-Class,2013-01-17T22:29:12Z,Stub-Class,2013-01-17T22:29:12Z,https://en.wikipedia.org/w/index.php?title=Gonadosomatic%20index&action=history,https://en.wikipedia.org/w/index.php?title=Gonadosomatic%20index,Talk:Gonadosomatic index,https://en.wikipedia.org/w/index.php?title=Talk:Gonadosomatic%20index,Gonadosomatic index,27306460,0.0
Gregory J. Martin,Low-Class,2019-09-16T04:43:55Z,Stub-Class,2019-09-16T04:43:55Z,https://en.wikipedia.org/w/index.php?title=Gregory%20J.%20Martin&action=history,https://en.wikipedia.org/w/index.php?title=Gregory%20J.%20Martin,Talk:Gregory J. Martin,https://en.wikipedia.org/w/index.php?title=Talk:Gregory%20J.%20Martin,Gregory J. Martin,21987546,0.0
Haplorchis taichui,Low-Class,2013-03-11T05:24:10Z,Stub-Class,2013-03-11T05:24:10Z,https://en.wikipedia.org/w/index.php?title=Haplorchis%20taichui&action=history,https://en.wikipedia.org/w/index.php?title=Haplorchis%20taichui,Talk:Haplorchis taichui,https://en.wikipedia.org/w/index.php?title=Talk:Haplorchis%20taichui,Haplorchis taichui,36731179,0.0
Hawler Medical University,Low-Class,2022-09-25T19:46:11Z,Stub-Class,2022-09-25T19:46:11Z,https://en.wikipedia.org/w/index.php?title=Hawler%20Medical%20University&action=history,https://en.wikipedia.org/w/index.php?title=Hawler%20Medical%20University,Talk:Hawler Medical University,https://en.wikipedia.org/w/index.php?title=Talk:Hawler%20Medical%20University,Hawler Medical University,17232266,0.0
Health and Education for All,Low-Class,2020-03-30T13:10:31Z,Stub-Class,2020-03-30T13:10:48Z,https://en.wikipedia.org/w/index.php?title=Health%20and%20Education%20for%20All&action=history,https://en.wikipedia.org/w/index.php?title=Health%20and%20Education%20for%20All,Talk:Health and Education for All,https://en.wikipedia.org/w/index.php?title=Talk:Health%20and%20Education%20for%20All,Health and Education for All,63251807,0.0
Hegar's sign,Low-Class,2007-12-14T03:48:09Z,Stub-Class,2007-12-14T03:48:09Z,https://en.wikipedia.org/w/index.php?title=Hegar%27s%20sign&action=history,https://en.wikipedia.org/w/index.php?title=Hegar%27s%20sign,Talk:Hegar's sign,https://en.wikipedia.org/w/index.php?title=Talk:Hegar%27s%20sign,Hegar's sign,2820462,0.0
Herbert L. DuPont,Low-Class,2021-10-27T17:27:35Z,Stub-Class,2021-10-27T17:27:35Z,https://en.wikipedia.org/w/index.php?title=Herbert%20L.%20DuPont&action=history,https://en.wikipedia.org/w/index.php?title=Herbert%20L.%20DuPont,Talk:Herbert L. DuPont,https://en.wikipedia.org/w/index.php?title=Talk:Herbert%20L.%20DuPont,Herbert L. DuPont,69130142,0.0
Horizontal fissure of cerebellum,Low-Class,2008-06-26T04:20:15Z,Stub-Class,2007-03-12T05:59:10Z,https://en.wikipedia.org/w/index.php?title=Horizontal%20fissure%20of%20cerebellum&action=history,https://en.wikipedia.org/w/index.php?title=Horizontal%20fissure%20of%20cerebellum,Talk:Horizontal fissure of cerebellum,https://en.wikipedia.org/w/index.php?title=Talk:Horizontal%20fissure%20of%20cerebellum,Horizontal fissure of cerebellum,4346810,0.0
Hydrocolpos,Low-Class,2008-01-18T00:05:34Z,Stub-Class,2008-01-18T00:05:34Z,https://en.wikipedia.org/w/index.php?title=Hydrocolpos&action=history,https://en.wikipedia.org/w/index.php?title=Hydrocolpos,Talk:Hydrocolpos,https://en.wikipedia.org/w/index.php?title=Talk:Hydrocolpos,Hydrocolpos,11186931,0.0
Hypergranulosis,Low-Class,2008-10-16T17:20:31Z,Stub-Class,2008-10-16T17:20:31Z,https://en.wikipedia.org/w/index.php?title=Hypergranulosis&action=history,https://en.wikipedia.org/w/index.php?title=Hypergranulosis,Talk:Hypergranulosis,https://en.wikipedia.org/w/index.php?title=Talk:Hypergranulosis,Hypergranulosis,6711090,0.0
Ian McWhinney,Low-Class,2018-04-29T15:24:33Z,Stub-Class,2018-04-29T15:24:33Z,https://en.wikipedia.org/w/index.php?title=Ian%20McWhinney&action=history,https://en.wikipedia.org/w/index.php?title=Ian%20McWhinney,Talk:Ian McWhinney,https://en.wikipedia.org/w/index.php?title=Talk:Ian%20McWhinney,Ian McWhinney,4333314,0.0
Ileojejunal bypass,Low-Class,2008-08-29T11:16:21Z,Stub-Class,2008-08-29T11:16:21Z,https://en.wikipedia.org/w/index.php?title=Ileojejunal%20bypass&action=history,https://en.wikipedia.org/w/index.php?title=Ileojejunal%20bypass,Talk:Ileojejunal bypass,https://en.wikipedia.org/w/index.php?title=Talk:Ileojejunal%20bypass,Ileojejunal bypass,5242113,0.0
Infiltrative ophthalmopathy,Low-Class,2007-12-17T21:36:25Z,Stub-Class,2007-10-22T18:23:42Z,https://en.wikipedia.org/w/index.php?title=Infiltrative%20ophthalmopathy&action=history,https://en.wikipedia.org/w/index.php?title=Infiltrative%20ophthalmopathy,Talk:Infiltrative ophthalmopathy,https://en.wikipedia.org/w/index.php?title=Talk:Infiltrative%20ophthalmopathy,Infiltrative ophthalmopathy,11557101,0.0
