id,section,user,timestamp,comment,parent_id,indent_level,article,page_id
8492225_3ecde8_3,Proposed merge of [[Annales des Maladies de la Peau et de la Syphilis]] into [[Pierre Louis Alphée Cazenave]],Whispyhistory,"07:38, 17 September 2023",The article on Cazenave could be expanded. The journal contained works by others too. It looks okay to have two seperate articles.,8492225_3ecde8_2,1,Pierre Louis Alphée Cazenave,8492225
3790479_8413c6_1,Comments,Craig Bolon,"16:20, 21 January 2006","This article was created to document the uses and hazards of polychlorinated naphthalenes (PCNs). They have sometimes been lost in the waves of controversy over polychlorinated biphenyls (PCBs), although the PCNs entered industrial use somewhat earlier than PCBs and in some forms can be more hazardous. As compared to many other halogenated hydrocarbons PCNs were relatively easy to make, and that is probably why they were introduced early. By the 1950s industrial users were finding more effective products for many applications, although I do remember metal-cutting lubricants using them as late as the mid-1970s. It is fortunate that the more hazardous PCNs are solids at room temperature and do not usually disperse in the environment as readily as the liquid PCBs.
Regulation of PCNs is a topic that could benefit from additions to the article. Although PCNs were rapidly removed from U.S. industry, that development mostly occurred because of voluntary decisions by individual companies. U.S. regulations for PCNs are fairly general and weak. Japanese regulations, by contrast, although developed somewhat later, are more explicit and strict. European regulations are in between and focus more on waste handling than on industrial practice. (Quite possibly none of these regulations are being observed in Ukraine and perhaps elsewhere.) So far I have not been able to discover the status of PCN regulation in India, China, Malaysia or Indonesia, which are potentially important producers and consumers of PCNs.",,0,Polychlorinated naphthalene,3790479
3790479_8413c6_2,Comments,Craig Bolon,"19:52, 21 January 2006","Illustrating the continuing industry concerns with further regulating PCNs, even as waste, see the letter sent December 7, 2005, on behalf of the World Chlorine Council (WCC) to the United Nations Task Force on Persistent Organic Pollutants. Background for this letter is documented recognition of ""dioxin-like potential"" of PCNs coupled with long persistence of many PCN cogeners in the environment. Arguments advanced on behalf of the WCC trade association, contending that PCNs should not be further regulated, are that (1) there is little ""in vivo"" evidence of harm by PCNs to people, (2) most waste disposal of PCN products has already occurred, (3) peak rates of PCN release to the environment occurred around the 1940s, and (4) PCN residues are ""extraordinarily low"" and have been rapidly declining. The last of these arguments is countered by evidence in (Horii et al. 2004, see article) indicating that (1) peak residues occurred in the mid-1980s, (2) only moderate reductions in residue concentrations have occurred since, and (3) current PCN residue levels are more than 1,000 times those prior to the twentieth century. There is a substantial trend of work exploring toxicity of different PCNs, including (Puzyn & Falandysz 2004) cited in the article. Former PCN producers and industrial users evidently hope to avoid liability for products produced years ago.",,0,Polychlorinated naphthalene,3790479
3790479_8413c6_3,Comments,Smokefoot,"17:42, 3 November 2017","It would be surprising if industry were deeply concerned about PCNs since they have not been produced for more than 30 years.  The reviews on the topic are often speculative with much discussion on potential problems, even though these things look nasty.  The number of publications peaked in 2012.  A recent overview is [link] ""Polychlorinated naphthalenes (PCNs) in food and humans"".--",3790479_8413c6_2,1,Polychlorinated naphthalene,3790479
3790479_10d4d7_1,Update on published literature: the topic is very quiet,Smokefoot,"18:25, 12 August 2024","A grand total of 88 publications discuss PN's. Seven publications appeared between 2008 to 2020, the year of the most recent publication. My guess: PN's are no longer an issue thanks to the cessation of production and the biodegradation of what once was.--",,0,Polychlorinated naphthalene,3790479
2218269_c4178f_1,WikiProject Medicine may be wrong category?,Hughesdavidw,"08:25, 28 August 2008","Polymersomes represent an active area of research in the boundary area where chemistry, biology and materials science come together; it is not yet an area that would interest practising physicians.
The article is currently under active editing. While not yet perhaps at the level of an expert, I am actively involved in a polymersome research project, with access to several people who are experts. I hope to have this article in better shape before long.",,0,Polymersome,2218269
2218269_c4178f_2,WikiProject Medicine may be wrong category?,Stijndon,"11:45, 28 August 2008","Wikiproject medicine is not good at all. But then again, the article itself is very sketchy... I've been wanting to completely rewrite it for a while now, but could never find the time. But all in all, yes, it is too heavily focused on biomedical stuff. Biology is not even inherently relevant to polymersomes.",2218269_c4178f_1,2,Polymersome,2218269
2218269_c4178f_3,WikiProject Medicine may be wrong category?,Hughesdavidw,"10:22, 29 August 2008","Yes, a complete re-write would be useful, and probably more efficient than the piecemeal approach I've been doing. (Then again, I'm trying to edit on the fly, while working in the lab actually making some polymersomes.) I'm not satisfied with the wording or the organization, though I've been trying to respect previous contributions by retaining (and upgrading) them. But as you say, a complete rewrite would be a good idea.
:::I agree, biology isn't inherently relevant. The main reason that potential medical uses are emphasized in the literature appears to be that that is where the money is, today.",2218269_c4178f_2,3,Polymersome,2218269
2218269_c4178f_4,WikiProject Medicine may be wrong category?,Stijndon,"18:22, 29 August 2008","Your ""that's where the money is"" comment totally made my day! That, and a successful synthesis ;)",2218269_c4178f_3,4,Polymersome,2218269
4033934_f3ae11_1,Rare complication?,Profsnow,"20:16, 18 September 2008","Something that occurs in 1 - 4% of patients does not strike me as rare. Maybe if you mean in the general population, including those who do not have Graves, it's rare, but that is an incorrect denominator. --",,0,Pretibial myxedema,4033934
4033934_aed575_1,Treatment?,76.69.87.69,"05:49, 28 January 2010",Is there a treatment (or even cure)?,,0,Pretibial myxedema,4033934
4033934_aed575_2,Treatment?,SimonWaters,"00:36, 11 March 2012","Article suggests petroleum jelly without citation. Sounds plausible, but I think a citation should be added if known.",,0,Pretibial myxedema,4033934
5523586_9f85c2_1,Wiki Education Foundation-supported course assignment,PrimeBOT,"07:16, 17 January 2022","40px This article was the subject of a Wiki Education Foundation-supported course assignment, between 13 January 2020 and 6 May 2020. Further details are available on the course page. Student editor(s): Cfennell2016.
{{small|Above undated message substituted from Template:Dashboard.wikiedu.org assignment by",,0,Progenitor cell,5523586
5523586_911af7_1,Untitled,Dr Aaron,"11:36, 3 October 2006","I find progenitor cells difficult to put a precise definition on. The way I like to use the term is for any immature cell with a propensity to differentiate towards a particular lineage and/or a limited capacity for self renewal. This will encompass both multipotent cells, and cells which are quite limited in potential. For example, muscle satellite cells are a good example of what I consider as progenitor cells with limited differentiated capacity.
A true stem cell should be pluripotent, however some ""stem cells"" such as haematopoietic stem cells are only multipotent. Other cell types such as bone marrow stem cells are believed to be pluripotent, but in vivo are likely to only contribute to a few cell types (such has osteoblasts, and perhaps pericytes etc). Thus I would still classify these cell types as progenitor cells.
Thus I prefer using progenitor cells to describe a wide range of cell types, leaving the stem cell term to be limited to what they were originally meant to describe - truly totipotent/pluripotent cells with unlimited capacity for self renewal.
Of course, this is only the way I like to use the term, but I'd be interested to see what other cell biologists think.",,0,Progenitor cell,5523586
5523586_911af7_2,Untitled,Dr Aaron,"00:41, 14 October 2006","I've expanded the page, but I realise it could use some references. I'll try to find some in the next few weeks, when I get a chance.",,0,Progenitor cell,5523586
5523586_911af7_3,Untitled,Cfennell2016,"00:25, 3 February 2020",The initial introduction paragraph is slightly confusing and could possibly benefit from re-working the wording of the paragraph.,,0,Progenitor cell,5523586
5523586_911af7_4,Untitled,Cfennell2016,"00:34, 3 February 2020","The section titled ""Development of the human cerebral cortices"" seems a little short to be its own section. Development of this section or a way to work it into the main article would be beneficial.",,0,Progenitor cell,5523586
5523586_1ba7a9_1,Table of cell types and defining CDs,Rod57,"03:05, 18 December 2012",the examples section list some but can we have here (or link to) a table of progenitor cell types and their CDs ? Cluster of differentiation has a table but it has only one line for stem cells and doesn't identify any as progenitor cells. -,,0,Progenitor cell,5523586
5523586_36cb7a_1,Multipotent progenitor,Rod57,"03:50, 18 December 2012","Multipotent progenitor is piped here from CD135 but is not described in the article (although one source talks of multipotent pancreatic progenitors).
Lymphopoiesis#Labeling_Lymphopoiesis says ""The acquisition of CD27 and Flt3 by the HSC coincides with the loss of long-term repopulating potential. At this stage the cells retain both lymphoid and myeloid potential and are referred to as multipotent progenitors. (Medical Immunology, p. 114)"" -",,0,Progenitor cell,5523586
5523586_d95867_1,References,Minnsurfur2,"17:40, 19 January 2015",References 4 and 7 are the same,,0,Progenitor cell,5523586
5523586_d95867_1,References,Cfennell2016,"00:14, 3 February 2020",Looking for updated references would be a good thing because it seems like most of these references are a bit old.,,0,Progenitor cell,5523586
5523586_df78e6_1,Assessment comment,Tameeria,"22:15, 18 February 2007","{{Substituted comment|length=174|lastedit=20070218221559|comment=Changed rating to ""high"" as this is an important topic of cell biology/development and ties in with stem cells. -",,0,Progenitor cell,5523586
5523586_9e525f_1,Are satellite cells progenitor cells?,Benbest,"14:42, 19 July 2016","In the examples section, satellite cells top the list. Yet the last sentences of the second paragraph of the entry on satellite cells reads: ""Satellite cells are able to differentiate and fuse to augment existing muscle fibers and to form new fibers. These cells represent the oldest known adult stem cell niche, and are involved in the normal growth of muscle, as well as regeneration following injury or disease.""  So satellite cells may not be progenitor cells. Anyone disagree who can give citations to support their views? --",,0,Progenitor cell,5523586
1104894_e267ac_1,WikiProject class rating,BetacommandBot,"19:16, 9 November 2007","This article was automatically assessed because at least one WikiProject had rated the article as stub, and the rating on other projects was brought up to Stub class.",,0,Pulse Polio,1104894
1104894_f40433_1,A Commons file used on this page has been nominated for deletion,Community Tech bot,"16:38, 19 August 2019","The following Wikimedia Commons file used on this page has been nominated for deletion:
* A boy at Pulse Polio booth.jpg
Participate in the deletion discussion at the nomination page. —",,0,Pulse Polio,1104894
1104894_b90650_1,A Commons file used on this page or its Wikidata item has been nominated for deletion,Community Tech bot,"04:37, 8 September 2022","The following Wikimedia Commons file used on this page or its Wikidata item has been nominated for deletion:
* Polio Poster in Delhi.jpg
Participate in the deletion discussion at the nomination page. —",,0,Pulse Polio,1104894
1104894_08ed67_1,India Education Program course assignment,PrimeBOT,"20:04, 1 February 2023","50px This article was the subject of an educational assignment  supported by Wikipedia Ambassadors through the India Education Program.Category:India Education Program student projects| Category:India Education Program student projects
by",,0,Pulse Polio,1104894
1030314_ad37fa_1,The Medical Test,Rangergordon,"23:39, 30 August 2014","The body of the article includes an interesting history of the test -- I think most readers will be curious why a pregnancy test was called a ""rabbit test"" and why the rabbit was said to have died, and this article explains those things well. However, I feel it ends too soon. The history of the rabbit test ends with the development of a replacement test using frogs. I have no medical training, but I'm pretty sure pregnancy tests these days don't use frogs or any animals at all. Shouldn't there be a brief paragraph describing the development of the non-biological assay? I think any discussion of animal cruelty would be outside the bounds of this article, but it would be interesting to know when and how it became no longer necessary to use rabbits, mice or frogs to determine human pregnancy.",,0,Rabbit test,1030314
1030314_1526e0_1,Movie,Rangergordon,"23:39, 30 August 2014","should mention be made of the movie that went by the name Rabbit Test? —Preceding unsigned comment added by Jafafa Hots (talk • contribs)
The movie ""The Rabbit Test"" has its own page.",,0,Rabbit test,1030314
1030314_1526e0_2,Movie,98.207.217.111,"20:41, 23 January 2013","The television show History's Mysteries on Lincoln includes a letter uses the phrase the rabbit died. Its either an error in the show, or the use of a rabbit is much older than 1929/30.",,0,Rabbit test,1030314
1030314_38adb5_1,"There is some general information regarding development of the ""Rabbit Test"" that might improve this article",14Diesel,"15:20, 4 May 2012","It is widely reported that Maurice Harold Friedman, with Maxwell Edward Lapham, were the developers of the rabbit test, at the University of Pennsylvania in 1929 or during the 1930s. Previous tests may not have used rabbits. If they developed the test, it might improve the article to include them.
See, for example:
[link]
and
[link]
and
[link]
It may be that Bernhard Zondek and Selmar Aschheim developed the mouse test.",,0,Rabbit test,1030314
1030314_95ee0d_1,Merger proposal,88.152.194.101,"14:08, 11 January 2012","I propose merging Aschheim-Zondek test with this article, as they cover the same subject. --",,0,Rabbit test,1030314
1030314_95ee0d_2,Merger proposal,ENeville,"19:18, 11 April 2012",Merged.,1030314_95ee0d_1,1,Rabbit test,1030314
1030314_3d1f92_1,Timeline,82.80.152.205,"16:46, 9 March 2015",When did they stop using animals in pregnancy tests?  —&nbsp;Preceding unsigned comment added by,,0,Rabbit test,1030314
1030314_6bf078_1,"""Rabbit Test"" References in Popular Culture",Tym Whittier,"04:09, 13 November 2018","I know of at least one, a lyric from the 1970's rock band ""Aerosmith"", which goes something like ""You can't catch me 'cause the rabbit done died
Yes it did.""  Wondering how many more there may be, and if they are worth including in the Article.",,0,Rabbit test,1030314
1030314_52ce78_1,Brouha-Hinglais-Simonnet reaction,Schwede66,"01:32, 22 August 2021","I'm currently reading a journal article and it states the following: Together with two French specialists in endocrinology, Brouha developed the so-called ""Brouha-Hinglais-Simon-net reaction"", better known as the ""rabbit test"", in 1931 to test pregnancy.
At the time, Brouha was working at the University of Liège. That all sounds very similar to what is described in this article, just with different players and on a different continent. That's a bit strange, isn't it? '''",,0,Rabbit test,1030314
5617513_f3fd97_1,Is Aleya the same as Zaltrap?,Roses4joanne,"19:40, 4 March 2016",Can one or both cause increased hypertension?,,0,Regeneron Pharmaceuticals,5617513
5617513_dffc2b_1,"""tech company"" category",Jytdog,"02:37, 1 November 2016","see also A Tale of Two Startup Worlds: Biotech And Tech VC Ecosystems and Why Biotech Startups are Not the Same as Tech Startups and Patent fight: Tech vs. pharma, round one (the role of IP is extremely different) and a zillion other sites.",,1,Regeneron Pharmaceuticals,5617513
5617513_dffc2b_2,"""tech company"" category",Castncoot,"02:53, 1 November 2016","That is entirely irrelevant and unreliable as people's opinion. Your definition of ""technology"" is strictly WP:OR and contradicts the inclusiveness of biotechnology as technology, especially as defined on that article's page. I also can't understand why you're deleting this good-faith ""see also"" entry (!), and Regeneron is not being called a ""start-up"" in this context. Unless you can come up with a more reliably sourced justification of your OR reversion (which seems implausible), the edit I made should stand. By the way, profitability as you alluded to in your edit summary and above here is irrelevant to the whole discussion and not a justification.",5617513_dffc2b_1,2,Regeneron Pharmaceuticals,5617513
5617513_dffc2b_3,"""tech company"" category",Jytdog,"03:00, 1 November 2016","No, the distinction between biotech and tech industries is common knowledge to people in both fields and I gave you three links above.  Read them. There is almost nothing the same about these industries.  The skills needed to work in them, the R&D required, the product timeline (both to get to market, and once you are in the market how long a product remains viable), the regulatory environment, the way people actually pay for the products, the role of IP.... and I am just getting started.  Really.  Go read.  You might find this helpful - it is about the awkward thing happening with Theranos, 23andme, and uBiome as folks in silicon valley try to cross over into actual biotech by way of health IT but riding on the tech business model.  Not pretty.",5617513_dffc2b_2,3,Regeneron Pharmaceuticals,5617513
5617513_dffc2b_4,"""tech company"" category",Castncoot,"03:12, 1 November 2016","I think you're grasping for straws here. The first is merely a blog, the second refers to start-up terminology (not the point of contention here), the third actually supports my terminology and simply substitutes the term ""tech"" for ""Big Tech"", and the fourth - well, that's just going off way into the sunset. What I am completely taken aback by, however, is why you are attacking such an innocuous and good-faith ""see also"" edit, of all things? Biotechnology is *a* type of technology, nothing else is implied with this completely benign and constructive edit.",5617513_dffc2b_3,4,Regeneron Pharmaceuticals,5617513
5617513_dffc2b_5,"""tech company"" category",Jytdog,"03:15, 1 November 2016","No straws, am talking about the RW.  It is extremely misleading to readers to say that Regeneron is a tech company.  If you want to create a list article Biotech companies of New York and add a see also to it, i will not object a whit.",5617513_dffc2b_4,5,Regeneron Pharmaceuticals,5617513
5617513_dffc2b_6,"""tech company"" category",Castncoot,"03:25, 1 November 2016","Again, this is Wikipedia, not your own interpretation of the terms. Everything you've said so far constitutes WP:OR. Neither the biotechnology nor technology page conflicts with biotech being called technology. Neither does the technology company article which you've encased in Wikilinks and is an extremely sparse article, by the way. Can you provide any real evidence that biotechnology is somehow not technology, by Wikipedia's criteria?",5617513_dffc2b_5,6,Regeneron Pharmaceuticals,5617513
5617513_dffc2b_7,"""tech company"" category",Jytdog,"03:41, 1 November 2016","Yeah that is bad.  Really, they are entirely different industries.  You might as well have:  List of restaurants and dry cleaners in NYC.  I appreciate the effort to kind of compromise.  I don't know how to mediate this.  You are just dead wrong here.  Hmm.   Maybe this will help you.  I have talked plenty with folks in NYC EDC - they have entirely different strategies for biotech/pharma and tech, and discuss them separately.   See this page",5617513_dffc2b_6,7,Regeneron Pharmaceuticals,5617513
5617513_dffc2b_8,"""tech company"" category",Jytdog,"03:46, 1 November 2016","maybe you will find this helpful, especially contrasted with this.  The industries are doing differently because they are different, and fundamentally so.",5617513_dffc2b_7,8,Regeneron Pharmaceuticals,5617513
5617513_dffc2b_9,"""tech company"" category",Castncoot,"03:49, 1 November 2016","Again, you are resorting to your own interpretation of... ??? Where does this source even deny that biotechnology is technology? Until then, all you have is WP:OR.",5617513_dffc2b_8,9,Regeneron Pharmaceuticals,5617513
5617513_dffc2b_10,"""tech company"" category",Jytdog,"04:04, 1 November 2016","There is no way you have stopped to read the links I have provided; you are replying way too fast.  Not reading and hollering OR is pretty lame.  Anyway, more:  here is an in-depth review of the different kinds of things NYC has done to foster these two very different industries.  See this about fundamental differences in common terms, like ""API"" and how people stumble over them going between the two worlds.  Anyway, I will give you time to read, and won't reply til tomorrow or later.",5617513_dffc2b_9,10,Regeneron Pharmaceuticals,5617513
5617513_dffc2b_11,"""tech company"" category",Castncoot,"18:21, 1 November 2016",I read them all and remained unconvinced. Please follow the ongoing discussion at Talk:Tech companies in the New York metropolitan area.,5617513_dffc2b_10,11,Regeneron Pharmaceuticals,5617513
5617513_dffc2b_12,"""tech company"" category",The Impartial Truth,"06:43, 17 August 2022","For anyone who wants to know, pre 2012 this company was a pump and dump nootropics/tech company. When Martin Shkreli first started working for corrupt and criminal stockbrokers Regeneron Pharmaceuticals was at the center of an SEC investigation. The pre 2012 company was a scam ""tech company"" making fake drugs, it is linked pre-2012 to many other shady companies and shady stockbrokers (probably why that history is being gently scrubbed). If one is interested in seeing how deep these Wall Street crimes go you will understand why there can never be an investigation led by the US government that will uncover anything but minor crimes.",5617513_dffc2b_11,12,Regeneron Pharmaceuticals,5617513
5617513_bd20cb_1,Could have a Pipeline or Product pipeline section,Rod57,"13:03, 11 September 2017",eg. could note FDA breakthrough status for PD-1 inhibitor REGN2810 (INN=Cemiplimab) after clinical trial results.[[link] ] -,,0,Regeneron Pharmaceuticals,5617513
5617513_f17ca2_1,redirect,Ozzie10aaaa,"01:24, 19 August 2019",shouldn't REGN-EB3 have its own article per [[link],,0,Regeneron Pharmaceuticals,5617513
5617513_f17ca2_2,redirect,The Language Learner,"10:45, 30 August 2019","*
:Or be part of an ""Ebola treatments"" article with the other effective one.",,0,Regeneron Pharmaceuticals,5617513
5617513_f17ca2_3,redirect,The Impartial Truth,"06:45, 17 August 2022",Perhaps experimental Ebola treatments. It was tried but didn't work if I read that correctly?,5617513_f17ca2_2,2,Regeneron Pharmaceuticals,5617513
5617513_a29277_1,Improve citations or revise paragraph about BARDA contract,Elehack,"18:26, 6 October 2020","Right now, the article says:
During the COVID-19 pandemic, in early 2020, Regeneron made a deal with the US-government Biomedical Advanced Research and Development Authority that the government would fund 80% of the costs for Regeneron to develop and manufacture Coronavirus disease 2019 treatments, and Regeneron would retain the right to set prices and control production. This deal was criticized in the New York Times. Such deals are not unusual for routine drug development in the American pharmaceutical market.[9]
The cited article, [9], asserts the lack of price controls, but does not provide evidence for that assertion; further, it is an opinion piece. Also, the referenced contract is a 10-year contract from October 2017. I'm going to adjust for citations, but if the original thrust is true it needs better substantiation.",,0,Regeneron Pharmaceuticals,5617513
5617513_a29277_2,Improve citations or revise paragraph about BARDA contract,The Impartial Truth,"06:50, 17 August 2022","A 10 year contract for a disease they have clearly stated will not last that long? When it is riddled with information like that, which doesn't make complete sense to a reasonable person, more demands for citations and revisions will arise. People will think either the article is wrong about the contract or there is a deliberate effort concealing something from them.",5617513_a29277_1,1,Regeneron Pharmaceuticals,5617513
3263089_7b8a68_1,RS in cooked food,2A00:23C5:5C2B:D601:24F7:F4B:B3BF:889,"10:58, 14 February 2025",The process of freezing cooked starchy foods creates RS in these foods reducing absorption in the stomach and small intestine.,,0,Resistant starch,3263089
416351_a97a96_1,Senile retinoschisis,Chaos12,"18:44, 8 December 2006","I was recently diagnosed with Senile Retinoschisis, however I am a rare case because I am Seventeen years of age, and this we know of sure is not juvenile x-linked Retinoschisis because it was discovered for the first time three days ago. I think it should be included in this article that although it is rare, younger people can suffer from the condition as well.",,0,Retinoschisis,416351
653532_0db377_1,General,80.203.115.12,"13:00, 15 Jun 2005","}}
(William M. Connolley 08:47, 2004 May 14 (UTC)) I split this from the Science (journal) page because it was unbalanced there.
I've also edited para 1 somewhat, to point out that this is not really a peer review problem.
And I've deleted the Blakemore ""quote"" because as written its impossible to tell whether its a quote, paraphrase, or where Blakemores words end and the editors opinion begins.
----
""The Ricaurte article was not sensationalized by Science for its implications concerning any pending anti-rave legislation before Congress."" This is a POV statement without any qualifications. Or was it supposed to be a quote?",,0,Retracted article on dopaminergic neurotoxicity of MDMA,653532
653532_e8dcad_1,This article needs renaming,67.101.96.107,"03:52, 16 April 2008","The article refers not to the general controversy about MDMA neurotoxicity but a specific issue of ""the retracted finding of dopaminergic MDMA toxicity in primates"".  It should be renamed.  I'm not sure how one goes about doing that.
--",,0,Retracted article on dopaminergic neurotoxicity of MDMA,653532
653532_8e4d1d_1,Question about supplier,Custoo,"14:56, 1 October 2017","As quoted in the article, Holden wrote that the MDMA was supplied by Research Triangle Institute. But in the supporting material by Ricaurte et al.[[link] they write that MDMA was obtained from the
National Institute of Drug Abuse. Any explanation for this discrepancy?--",,0,Retracted article on dopaminergic neurotoxicity of MDMA,653532
653532_8e4d1d_2,Question about supplier,Sizeofint,"17:15, 1 October 2017","NIDA presumably does not manufacture chemicals itself. RTI may have been the supplier for NIDA. I haven't looked deeply into this, however.",653532_8e4d1d_1,1,Retracted article on dopaminergic neurotoxicity of MDMA,653532
6606909_aad653_1,note,Naturedr,"18:54, 10 November 2014","I believe this post needs an overhaul.  Retroperitoneal lymph node (dissection) is associated with various cancers, not just testicular.  We have to remember that the lay public are accessing this to find out what 'retro peritoneal lymph disection' is, and not necessarily how this pertains to one specific cancer- a  diagram/drawing of where the retroperi nodes are would be helpful.  Sorry I am not the one to make those changes.  naturedr  10 Nov 2014  —&nbsp;Preceding unsigned comment added by",,0,Retroperitoneal lymph node dissection,6606909
6606909_aad653_2,note,Stonejag,"21:42, 22 April 2007",I've cleaned this page up a bit and added a tiny bit more detail based on my own experience. I removed the section about 'most doctors' recommending RPLND as I don't think it represents a worldwide view; please add more detail if you know better!,,0,Retroperitoneal lymph node dissection,6606909
4097057_c6ee19_1,External links modified,InternetArchiveBot,"07:41, 18 September 2017","Hello fellow Wikipedians,
I have just modified 3 external links on Robert Neil Butler. Please take a moment to review my edit. If you have any questions, or need the bot to ignore the links, or the page altogether, please visit this simple FaQ for additional information. I made the following changes:
*Added archive [link] to [link]
*Added archive [link] to [link]
*Added archive [link] to [link]
When you have finished reviewing my changes, you may follow the instructions on the template below to fix any issues with the URLs.
Cheers.—",,0,Robert N. Butler,4097057
4097057_2a0700_1,External links modified (January 2018),InternetArchiveBot,"15:16, 20 January 2018","Hello fellow Wikipedians,
I have just modified 3 external links on Robert Neil Butler. Please take a moment to review my edit. If you have any questions, or need the bot to ignore the links, or the page altogether, please visit this simple FaQ for additional information. I made the following changes:
*Added archive [link] to [link]
*Added archive [link] to [link]
*Added archive [link] to [link]
When you have finished reviewing my changes, you may follow the instructions on the template below to fix any issues with the URLs.
Cheers.—",,0,Robert N. Butler,4097057
6201993_0b9d2e_1,Wikipedia Manual of Style,SchreiberBike,"01:26, 31 January 2014","On a number of occasions I have edited the San Francisco Fire Department article to make it match the Wikipedia:Manual of Style, the standard way of writing for Wikipedia. On a number of occasions editors have capitalized common nouns and made other inappropriate style changes. If there are reasons why this article should not follow the standard ways things are done elsewhere in Wikipedia, please discuss them here. Thank you,",,0,San Francisco Fire Department,6201993
6201993_de28f0_1,Bad Link?,64.172.176.75,"06:57, 11 March 2015","on 2015-03-10 at 06:53 GMT reference #4 link brought up a blank page (i.e. not a broken link).
[link]",,0,San Francisco Fire Department,6201993
19161414_ac13ab_1,BMJ reference tag,GeneralBelly,"13:53, 4 September 2008",I can't figure out what I am doing wrong with the BMJ ref tag - can anyone help?,,0,Sandifer syndrome,19161414
19161414_c6ee19_1,External links modified,Cyberbot II,"04:33, 25 January 2016","Hello fellow Wikipedians,
I have just added archive links to  on Sandifer syndrome. Please take a moment to review my edit. If necessary, add  after the link to keep me from modifying it. Alternatively, you can add InternetArchiveBot}} to keep me off the page altogether. I made the following changes:
*Added archive [link] to [link]
When you have finished reviewing my changes, please set the checked parameter below to true to let others know.
Cheers.—",,0,Sandifer syndrome,19161414
1881067_6609a4_1,Wrong luminance range?,Rgalexandervision,"16:09, 13 January 2016",The current (unsourced) luminance range given for scotopic vision is below 10^-3.5 cd/m^2. This paper gives 10^-3 cd/m^2 and cites a CIE report. Which (if either) is correct? --,,0,Scotopic vision,1881067
1881067_6609a4_2,Wrong luminance range?,Dicklyon,"16:35, 13 January 2016","Any sourced value, with citation, would be OK.  If someone finds another, we can talk.",1881067_6609a4_1,1,Scotopic vision,1881067
1881067_af88f2_1,wrong evolution?,193.187.211.118,"10:11, 23 January 2008","I wonder why at scotopic vision, smaller wavelengths are more important for good perception, than in photopic vision. Wouldn't it be more advantageous the other way, as the ambient light at night is far more red than blue? By looking at CIE Illuminant A (night) and C (day) and comparing them with scotopic and photopic vision, one can see that for day it does make sense, but our night vision would be better if the eye wouldn't swich to scotopic but stay with photopic vision. I can not find an explanation for this, it simply does not follow the rules of evolution.--TeakHoken",,0,Scotopic vision,1881067
1881067_af88f2_2,wrong evolution?,Kalei-tre-Cophe,"03:11, 13 July 2024",Yes Sr.,1881067_af88f2_1,1,Scotopic vision,1881067
1881067_af88f2_3,wrong evolution?,193.187.211.118,"13:17, 10 March 2009","Seems I found the answer: Illuminant A does not simulate a night illumination. I don't know where I got that from, but it is wrong. I can not find a source that shows a spectrum of a typical illumination at night. But I assume it is more in the blue than in the red. At least when the moon is shining.--TeakHoken",,0,Scotopic vision,1881067
1881067_af88f2_4,wrong evolution?,Anonymous,"19:49, 17 March 2010","A complete guess, but I think that all light, regardless of the luminence, is composed of various wavelengths of visible light.  That is to say, that if our cones were able to ""work"" at the typical nighttime luminence values, then we'd still have color vision at night.  Light at night isn't more blue, it's just darker, and we can't use color vision because we only have one type of cell interpreting the light.  As far as evolution goes, I guess color wasn't as important during the night (when we wouldn't be foraging for food) so it wasn't developed in earnest.  But I really have no clue how our eyes evolved :)
Also, from reading the article on rod cells, it seems that they are much better at detecting small movements, though not quickly or with great acuity.  This might serve as a adaption to keep vigilant at night, wary of potential predators.",1881067_af88f2_3,1,Scotopic vision,1881067
1881067_6f32fd_1,colour discrimination vs perception,Adx,"10:24, 21 April 2010","The article mentions a lack of colour discrimination, but what about perception? I noticed, for example, that the light pollution in the sky looks distinctly ""blue"" to me and fades to ""orange"" towards the brighter areas (sodium lighting). This might explain the blue colouring used to simulate moonlight in movies etc, when in fact (in answer to the above) it is white light (moon is grey, acts just like a very dim sun). (Not sure whether I should be using US English spelling ""color"" here.)--",,0,Scotopic vision,1881067
1881067_84e617_1,These,Kalei-tre-Cophe,"03:10, 13 July 2024","In the study of visual perception, scotopic vision (or scotopia) is the vision of the eye under low-light conditions. The term comes from the Greek skotos, meaning 'darkness', and -opia, meaning 'a condition of sight'. In the human eye, cone cells are nonfunctional in low visible light. Scotopic vision is produced exclusively through rod cells, which are most sensitive to wavelengths of around 498 nm and are insensitive to wavelengths longer than about 640 nm.",,0,Scotopic vision,1881067
1881067_84e617_2,These,Kalei-tre-Cophe,"03:10, 13 July 2024",These lead is so confusing for readers,1881067_84e617_1,1,Scotopic vision,1881067
1881067_84e617_3,These,Kalei-tre-Cophe,"03:10, 13 July 2024",Can I propose?,1881067_84e617_2,2,Scotopic vision,1881067
1881067_84e617_4,These,Anonymous,"04:19, 13 July 2024",Can you explain what you find confusing about it? –jacobolus,1881067_84e617_2,2,Scotopic vision,1881067
